# phase elapsed_s device_used_mib chronon3d_cli_used_mib gpu_util_pct
idle 0.04 270 218 0
idle 0.06 270 218 0
idle 0.15 270 218 0
idle 0.23 270 218 0
idle 0.31 270 218 0
idle 0.41 279 218 0
idle 0.50 282 218 0
idle 0.58 282 218 0
idle 0.66 270 218 0
idle 0.73 270 218 0
idle 0.83 282 218 0
idle 0.91 282 218 0
idle 1.02 294 226 0
idle 1.11 296 226 0
idle 1.19 296 226 2
idle 1.26 296 226 2
idle 1.35 306 226 2
idle 1.43 308 226 2
idle 1.52 308 226 2
idle 1.60 296 226 2
idle 1.68 296 226 0
idle 1.76 308 226 0
idle 1.86 308 230 0
idle 1.96 320 234 0
warm_pools 2.04 322 234 0
warm_pools 2.12 322 234 0
warm_pools 2.21 322 234 0
warm_pools 2.29 322 234 0
warm_pools 2.37 322 234 0
warm_pools 2.44 322 234 0
warm_pools 2.52 322 234 0
warm_pools 2.60 322 234 0
warm_pools 2.68 322 234 0
warm_pools 2.76 322 234 0
warm_pools 2.84 322 234 0
warm_pools 2.92 322 234 0
warm_pools 2.99 322 234 0
warm_pools 3.07 322 234 0
warm_pools 3.15 322 234 0
warm_pools 3.22 322 234 0
warm_pools 3.30 322 234 0
warm_pools 3.37 322 234 0
warm_pools 3.45 322 234 0
warm_pools 3.52 322 234 0
warm_pools 3.60 322 234 0
warm_pools 3.67 322 234 0
warm_pools 3.75 322 234 0
warm_pools 3.82 322 234 0
warm_pools 3.90 322 234 0
warm_pools 3.97 322 234 0
warm_pools 4.05 322 234 0
warm_pools 4.13 322 234 0
warm_pools 4.21 322 234 0
warm_pools 4.29 322 234 0
warm_pools 4.36 322 234 0
warm_pools 4.46 322 234 0
warm_pools 4.54 322 234 0
warm_pools 4.61 322 234 0
warm_pools 4.70 322 234 0
warm_pools 4.78 322 234 0
warm_pools 4.86 322 234 0
warm_pools 4.94 322 234 0
warm_pools 5.01 322 234 0
rendering 5.10 322 234 0
rendering 5.19 322 234 0
rendering 5.27 322 234 0
rendering 5.61 350 254 0
rendering 5.74 352 266 0
rendering 5.84 686 663 0
