# phase elapsed_s device_used_mib chronon3d_cli_used_mib gpu_util_pct
resident_hold 11.98 720 622 0
resident_hold 12.06 720 622 0
resident_hold 12.16 720 622 0
resident_hold 12.25 720 622 0
resident_hold 12.35 720 622 0
resident_hold 12.45 720 622 0
resident_hold 12.54 720 622 0
resident_hold 12.62 720 622 0
resident_hold 12.70 720 622 0
resident_hold 12.78 720 622 0
resident_hold 12.86 720 622 0
resident_hold 12.94 720 622 0
resident_hold 13.02 720 622 0
resident_hold 13.09 720 622 0
resident_hold 13.18 720 622 0
resident_hold 13.26 720 622 0
resident_hold 13.36 720 622 0
resident_hold 13.45 720 622 0
resident_hold 13.52 720 622 0
resident_hold 13.60 720 622 0
resident_hold 13.68 720 622 0
resident_hold 13.76 720 622 0
resident_hold 13.84 720 622 0
resident_hold 13.92 720 622 0
resident_hold 14.01 720 622 0
resident_hold 14.10 720 622 0
resident_hold 14.17 720 622 0
resident_hold 14.26 720 622 0
resident_hold 14.33 720 622 0
resident_hold 14.42 720 622 0
resident_hold 14.50 720 622 0
resident_hold 14.58 720 622 0
resident_hold 14.68 720 622 0
resident_hold 14.80 720 622 0
resident_hold 14.89 720 622 0
resident_hold 14.97 720 622 0
resident_hold 15.06 720 622 0
resident_hold 15.15 720 622 0
resident_hold 15.23 720 622 0
resident_hold 15.32 720 622 0
resident_hold 15.41 720 622 0
resident_hold 15.49 720 622 0
resident_hold 15.57 720 622 0
resident_hold 15.65 720 622 0
resident_hold 15.73 720 622 0
resident_hold 15.82 720 622 0
resident_hold 15.91 720 622 0
resident_hold 16.00 720 622 0
resident_hold 16.09 720 622 0
resident_hold 16.18 720 622 0
resident_hold 16.26 720 622 0
resident_hold 16.35 720 622 0
resident_hold 16.43 720 622 0
resident_hold 16.52 720 622 0
resident_hold 16.60 720 622 0
resident_hold 16.78 720 622 0
resident_hold 17.01 720 622 0
resident_hold 17.31 720 622 0
resident_hold 17.48 720 622 0
resident_hold 17.72 720 622 0
resident_hold 17.85 720 622 0
resident_hold 17.97 720 622 0
resident_hold 18.11 720 622 0
resident_hold 18.32 720 622 0
resident_hold 18.49 720 622 0
resident_hold 18.61 720 622 0
resident_hold 18.74 720 622 0
resident_hold 18.88 720 622 0
resident_hold 19.04 720 622 0
resident_hold 19.15 720 622 0
resident_hold 19.38 720 622 0
resident_hold 19.58 720 622 0
resident_hold 19.73 720 622 0
resident_hold 19.89 720 622 0
resident_hold 20.03 720 622 0
resident_hold 20.16 720 622 0
resident_hold 20.32 720 622 0
resident_hold 20.44 720 622 0
resident_hold 20.54 720 622 0
resident_hold 20.69 720 622 0
resident_hold 20.78 720 622 0
resident_hold 20.90 720 622 0
resident_hold 21.01 720 622 0
resident_hold 21.12 720 622 0
resident_hold 21.24 720 622 0
resident_hold 21.36 720 622 0
resident_hold 21.47 720 622 0
resident_hold 21.66 720 622 0
resident_hold 21.82 720 622 0
resident_hold 21.99 720 622 0
resident_hold 22.11 720 622 0
resident_hold 22.22 720 620 0
resident_hold 22.32 705 420 0
resident_hold 22.44 692 420 1
resident_hold 22.57 495 417 1
resident_hold 22.69 468 218 1
after_shutdown 22.85 270 218 1
after_shutdown 22.94 270 218 6
after_shutdown 23.04 270 218 6
after_shutdown 23.16 270 218 6
after_shutdown 23.26 270 218 6
after_shutdown 23.36 270 218 6
after_shutdown 23.50 270 218 0
after_shutdown 23.62 270 218 0
after_shutdown 23.71 270 218 0
after_shutdown 23.82 270 218 0
after_shutdown 23.92 270 218 0
after_shutdown 24.02 270 218 0
after_shutdown 24.11 270 218 0
after_shutdown 24.20 270 218 0
after_shutdown 24.27 270 218 0
after_shutdown 24.34 270 218 0
after_shutdown 24.43 270 218 0
after_shutdown 24.50 270 218 0
after_shutdown 24.59 270 218 0
after_shutdown 24.68 270 218 0
after_shutdown 24.77 270 218 0
after_shutdown 24.88 270 218 0
after_shutdown 24.96 270 218 0
after_shutdown 25.06 270 218 0
after_shutdown 25.18 270 218 0
after_shutdown 25.27 270 218 0
after_shutdown 25.38 270 218 0
after_shutdown 25.47 270 218 0
after_shutdown 25.61 270 218 0
after_shutdown 25.70 270 218 0
after_shutdown 25.82 270 218 0
after_shutdown 25.92 270 218 0
after_shutdown 26.00 270 218 0
